5.7359e+06,6.2015e+05,-110.58,0.31921,0.0012475,0.0024122,0.94768
5.7359e+06,6.2015e+05,-110.52,0.32052,-7.4135e-05,0.0022621,0.94724
5.7359e+06,6.2015e+05,-110.53,0.3221,0.00039765,0.0013706,0.9467
5.7359e+06,6.2015e+05,-110.53,0.32359,0.0019781,0.0012001,0.94619
5.7359e+06,6.2015e+05,-110.53,0.32456,0.0012856,0.00068544,0.94586
5.7359e+06,6.2015e+05,-110.53,0.32567,0.0015184,0.0012411,0.94548
5.7359e+06,6.2015e+05,-110.54,0.32641,0.002629,-0.0017877,0.94522
5.7359e+06,6.2015e+05,-110.54,0.32732,0.00242,-0.0015242,0.94491
5.7359e+06,6.2015e+05,-110.53,0.32798,0.0011525,-0.0023248,0.94468
5.7359e+06,6.2015e+05,-110.52,0.32876,0.00088774,-0.0059547,0.9444
5.7359e+06,6.2016e+05,-110.52,0.32965,0.00067477,-0.0048992,0.94409
5.7359e+06,6.2016e+05,-110.51,0.32997,-0.0011257,-0.00543,0.94398
5.7359e+06,6.2016e+05,-110.53,0.33102,-0.002176,-0.004825,0.94361
5.7358e+06,6.2016e+05,-110.53,0.33181,-0.00031296,-0.0050163,0.94333
5.7358e+06,6.2016e+05,-110.54,0.33253,0.0029164,-0.0071829,0.94306
5.7358e+06,6.2016e+05,-110.53,0.33365,0.0027208,-0.0074139,0.94266
5.7358e+06,6.2016e+05,-110.51,0.33452,0.00085274,-0.0068655,0.94236
5.7358e+06,6.2016e+05,-110.78,0.33493,0.00068673,-0.0067677,0.94222
5.7358e+06,6.2016e+05,-110.77,0.33501,2.1831e-05,-0.007537,0.94218
5.7358e+06,6.2016e+05,-110.76,0.33544,-0.0010228,-0.0014358,0.94206
5.7358e+06,6.2016e+05,-110.76,0.33502,0.00048439,-0.00016769,0.94221
5.7358e+06,6.2017e+05,-110.77,0.33549,0.0042556,0.00080677,0.94203
5.7358e+06,6.2017e+05,-110.98,0.33538,0.0031812,0.0011284,0.94208
5.7358e+06,6.2017e+05,-110.97,0.33546,0.0016708,0.00021135,0.94205
5.7358e+06,6.2017e+05,-110.97,0.3355,0.00061465,-0.0019717,0.94204
5.7358e+06,6.2017e+05,-110.97,0.33546,0.00064496,-0.0035334,0.94205
5.7358e+06,6.2017e+05,-110.97,0.33556,0.00030275,-0.0052623,0.942
5.7358e+06,6.2017e+05,-110.97,0.33581,0.0027185,-0.0057318,0.94191
5.7358e+06,6.2017e+05,-110.8,0.33599,0.0051466,-0.0055217,0.94183
5.7358e+06,6.2017e+05,-110.79,0.33662,0.003903,-0.0038879,0.94162
5.7358e+06,6.2017e+05,-110.76,0.33737,0.0011702,-0.0026585,0.94137
5.7358e+06,6.2017e+05,-110.76,0.3374,0.0025404,-0.002718,0.94136
5.7358e+06,6.2018e+05,-110.67,0.33758,0.00066768,-0.0045527,0.94129
5.7358e+06,6.2018e+05,-110.66,0.33778,0.0026842,-0.0042012,0.94121
5.7358e+06,6.2018e+05,-110.66,0.3374,0.0031282,-0.0045105,0.94135
5.7358e+06,6.2018e+05,-110.64,0.33776,0.0024631,-0.0040183,0.94122
5.7358e+06,6.2018e+05,-110.63,0.33796,0.00053009,-0.0040029,0.94115
5.7358e+06,6.2018e+05,-110.58,0.33842,0.00039967,-0.0034931,0.94099
5.7358e+06,6.2018e+05,-110.57,0.33913,0.0023777,-0.0032286,0.94073
5.7358e+06,6.2018e+05,-110.57,0.33983,0.0029094,-0.0036954,0.94047
5.7358e+06,6.2018e+05,-110.55,0.34051,0.0028836,-0.0022892,0.94023
5.7358e+06,6.2018e+05,-110.54,0.34087,0.0022305,-0.0020841,0.9401
5.7358e+06,6.2019e+05,-110.53,0.34163,0.00028897,-0.0029386,0.93983
